2007_SiteID,SITE_ID,VISIT_NO,UID,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,ECO_BIO,IM_COMMENT,2012_Chloride,2007_Chloride,chloride_Difference
NLA06608-2152,NLA12_MO-102,1,8813,9/27/2012 0:00,EHIGH,SAP,3371.814665,F:500+,No,NLA07RVT,NLA07_RVT12,Include,11.2813649,HICKORY,7387259,7387259,7387259,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,256.6,Region_7,Pomme de Terre Lake,TargetSampleable,146,,EHIGH,SAP,724726,Pomme de Terre Lake,10,10290107,MAN_MADE,RESERVOIR,37.87140844,-93.28360934,10,NonREF07,Yes,8,8.4,8.4.5,Pomme de Terre Lake,NESLake,2902,2902,Non Federal,Non-Federal,NLA07RVT,188.0909424,1.03E+13,S,Y,PROB,>50,,,,NLA12_MO-102,MO_NLA07RVT,0,,0,MO,MO,100,29085,Target_Sampled,,MO_NLA07RVT,Target,,No,39,39,39e,39e,11.2813649,MO_>4,2.714285714,236654.9575,45008.22772,EHIGH,,6.55,7.912,-1.362
NLA06608-2187,NLA12_AL-101,1,6300,5/24/2012 0:00,EHIGH,SAP,1301.87197,F:500+,No,NLA07RVT,NLA07_RVT12,Include,20.28888476,TUSCALOOSA,21656744,166759236,21656744,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,57.03,Region_4,Holt Lock and Dam,TargetSampleable,153,,EHIGH,SAP,,,3,3160112,MAN_MADE,RESERVOIR,33.29204144,-87.3913824,3,NonREF07,No,8,8.4,8.4.9,Holt Lock and Dam,NESLake,105,105,Non Federal,Non-Federal,NLA07RVT2,104.2086662,3.16E+12,T,Y,PROB,>50,,,,NLA12_AL-101,AL_NLA07RVT,0,,0,AL,AL,100,1073,Target_Sampled,,AL_NLA07RVT,Target,,Yes,68,68,68f,68f,20.28888476,AL_>4,3.66667,795432.2051,-434840.7897,EHIGH,No phab done on this visit; visit 2 assigned as index visit,9.87,21.139,-11.269
NLA06608-2193,NLA12_WA-101,1,7179,7/12/2012 0:00,WMTNS,WMT,17.62294147,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,92.29875177,PACIFIC,23868618,23868618,23868618,Lake/Pond: Hydrographic Category = Perennial,Included,6.52,Region_10,Island Lake,TargetSampleable,103,,WMTNS,WMT,1505758,Island Lake,17,17100106,NATURAL,NATURAL,46.42201675,-124.0356028,17,NonREF07,No,7,7.1,7.1.8,Island Lake,,,,Non Federal,Non-Federal,NLA07RVT2,4.368523436,1.71E+13,R,Y,PROB,"(10,20]",,,,NLA12_WA-101,WA_NLA07RVT,0,,0,WA,WA,100,53049,Target_Sampled,,WA_NLA07RVT,Target,,Yes,1,1,1a,1a,92.29875177,WA_>4,2.545454546,-2129805.774,1313340.678,WMTNS,,16.375,19.256,-2.881
NLA06608-2217,NLA12_AZ-R01,1,8183,8/22/2012 0:00,WMTNS,WMT,24.13835303,C:10-50,No,,,,,COCONINO,21747615,21747615,21747615,Lake/Pond: Hydrographic Category = Perennial,Excluded,2220,Region_9,KNOLL LAKE,TargetSampleable,130,West,WMTNS,WMT,30804,Knoll Lake,15,15020008,MAN_MADE,MAN_MADE,34.42742317,-111.0867324,15,,No,13,13.1,13.1.1,Knoll Lake,,,,Forest Service,National Forest FS,,5.230721276,1.50E+13,S,Y,HAND,,,,,NLA12_AZ-R01,,0,,0,AZ,AZ,100,4005,Target_Sampled,,,Target,,No,23,23,23c,23c,,,0,-1370003.879,-235054.6013,WMTNS,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,0.859,0.798,0.061
NLA06608-2241,NLA12_WA-108,1,7258,7/17/2012 0:00,WMTNS,WMT,120.369071,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,24.78649861,PEND OREILLE,23029432,23029432,23029432,Lake/Pond: Hydrographic Category = Perennial,Included,682.11,Region_10,Sacheen Lake,TargetSampleable,120,,WMTNS,WMT,1525323,Sacheen Lake,17,17010308,NATURAL,NATURAL,48.15395251,-117.3185295,17,NonREF07,No,6,6.2,6.2.3,Sacheen Lake,,,,Non Federal,Non-Federal,NLA07RVT,9.39378769,1.70E+13,S,Y,PROB,>50,,,,NLA12_WA-108,WA_NLA07RVT,0,,0,WA,WA,100,53051,Target_Sampled,,WA_NLA07RVT,Target,,No,15,15,15u,15u,24.78649861,WA_>4,2.545454546,-1586917.607,1367092.61,WMTNS,,4.936,3.614,1.322
NLA06608-2257,NLA12_WA-110,1,8783,9/26/2012 0:00,WMTNS,WMT,7.185010315,B:4-10,No,NLA07RVT,NLA07_RVT12,Include,638.1505106,KITSAP,23993899,23993899,23993899,Lake/Pond: Hydrographic Category = Perennial,Included,63.56,Region_10,Lake Koeneman,TargetSampleable,103,,WMTNS,WMT,,,17,17110019,NATURAL,NATURAL,47.40945996,-122.7841888,17,NonREF07,No,7,7.1,7.1.7,,,,,Non Federal,Non-Federal,NLA07RVT,1.082419116,1.71E+13,S,Y,PROB,"(4,10]",,,,NLA12_WA-110,WA_NLA07RVT,0,,0,WA,WA,100,53035,Target_Sampled,,WA_NLA07RVT,Target,,Yes,2,2,2f,2f,638.1505106,WA_>4,2.545454546,-2006932.279,1390888.744,WMTNS,aka Fern Lake on imagery,1.901,1.933,-0.032
NLA06608-2260,NLA12_NM-160,1,6532,6/11/2012 0:00,PLNLOW,SPL,437.4938783,E:100-500,No,NLA12NEW,NLA12_BASE,Include,3.329253503,SAN MIGUEL,20814160,20814160,20814160,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,2012.39,Region_6,Storrie Lake,TargetSampleable,133,,PLNLOW,SPL,,,13,13060001,MAN_MADE,RESERVOIR,35.66711339,-105.2417642,12_13,>50,No,9,9.4,9.4.3,,,,,Non Federal,Non-Federal,OverSamp,9.298367,1.31E+13,T,Y,PROB,>50,,,,NLA12_NM-160,NM_NLA12NEW,0,,0,NM,NM,100,35047,Target_Sampled,,NM_NLA12NEW,Target,,Yes,26,26,26l,26l,3.329253503,NM_>4,9.166666667,-827970.9514,-165030.6643,PLAINS,,7.976,,7.976
NLA06608-2283,NLA12_IN-102,1,7793,8/9/2012 0:00,PLNLOW,UMW,194.0341611,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,12.79382035,KOSCIUSKO,18486002,18486002,18486002,Lake/Pond: Hydrographic Category = Perennial,Included,255.79,Region_5,Big Chapman Lake,TargetSampleable,150,,PLNLOW,UMW,431022,Big Chapman Lake,5,5120106,NATURAL,NATURAL,41.28698824,-85.78290582,05_06,NonREF07,Yes,8,8.1,8.1.6,Big Chapman Lake,,,,Non Federal,Non-Federal,NLA07RVT,7.859003832,5.12E+12,T,Y,PROB,>50,,,,NLA12_IN-102,IN_NLA07RVT,0,,0,IN,IN,100,18085,Target_Sampled,,IN_NLA07RVT,Target,,Yes,56,56,56a,56a,12.79382035,IN_>4,2.9375,847465.5056,469935.686,UMW,,27.307,29.12,-1.813
NLA06608-2305,NLA12_ID-105,1,7189,7/13/2012 0:00,WMTNS,WMT,39.32953471,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,46.2856797,BONNER,24118211,24118211,24118211,Lake/Pond: Hydrographic Category = Perennial,Included,694.9,Region_10,Shepherd Lake,TargetSampleable,120,,WMTNS,WMT,390297,Shepherd Lake,17,17010214,NATURAL,NATURAL,48.18768071,-116.5255832,17,NonREF07,No,6,6.2,6.2.3,Shepherd Lake,,,,Non Federal,Non-Federal,NLA07RVT,3.2316932,1.70E+13,S,Y,PROB,"(20,50]",,,,NLA12_ID-105,ID_NLA07RVT,0,,0,ID,ID,100,16017,Target_Sampled,,ID_NLA07RVT,Target,,Yes,15,15,15u,15u,46.2856797,ID_>4,2.7,-1528034.246,1357724.418,WMTNS,LAKE_ORIGIN changed (UNCERTAIN),1.601,1.645,-0.044
NLA06608-2313,NLA12_NV-109,1,6829,6/27/2012 0:00,WMTNS,XER,46299.68324,F:500+,No,NLA12NEW_07RVT,NLA12_RVT07,Include,17.46500711,WASHOE,20300099,11310757,20300099,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,1156.74,Region_9,Pyramid Lake,TargetSampleable,126,,WMTNS,XER,856349,Pyramid Lake,16,16050103,NATURAL,NATURAL,40.04718141,-119.5715783,16,>50,No,10,10.1,10.1.5,Pyramid Lake,NESLake,3203,3203,Tribal Land - US Census,Indian Reservation,NLA12NAT,125.5296821,1.61E+13,S,Y,PROB,>50,,,,NLA12_NV-109,NV_NLA12NEW,0,,0,NV,NV,100,32031,Target_Sampled,,NV_NLA12NEW,Target,,No,13,13,13h,13h,17.46500711,NV_>4,11,-1973001.278,531426.8608,WMTNS,,1996.31,,1996.31
NLA06608-2318,NLA12_ND-151,1,6697,6/20/2012 0:00,PLNLOW,NPL,198.3549872,E:100-500,No,NLA12NEW,NLA12_BASE,Include,15.3598521,BURLEIGH,14678202,14678202,14678202,Lake/Pond: Hydrographic Category = Perennial,Included,588.11,Region_8,Unnamed,TargetSampleable,142,,PLNLOW,NPL,,,10,10130103,NATURAL,NATURAL,47.2749168,-100.3980476,10,NPL_>50,Yes,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,OverSamp,7.211722067,1.01E+13,S,Y,PROB,>50,,,,NLA12_ND-151,ND_NLA12NEW,0,,0,ND,ND,100,38015,Target_Sampled,,ND_NLA12NEW,Target,,No,42,42,42a,42a,15.3598521,ND_>4,96.33333333,-334516.9737,1099054.819,PLAINS,,15.165,,15.165
NLA06608-2332,NLA12_NE-101,1,7344,7/22/2012 0:00,PLNLOW,SPL,5312.030314,F:500+,No,NLA07RVT,NLA07_RVT12,Include,8.264109252,HARLAN,19040443,19040443,19040443,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,593.39,Region_7,Harlan County Lake,TargetSampleable,143,,PLNLOW,SPL,471770,Harlan County Lake,10,10250009,MAN_MADE,RESERVOIR,40.06311139,-99.29220135,10,NonREF07,Yes,9,9.4,9.4.2,Harlan County Lake,NESLake,3102,3102,Non Federal,Army Corps of Engineers DOD,NLA07RVT2,96.66554965,1.03E+13,S,Y,PROB,>50,,,,NLA12_NE-101,NE_NLA07RVT,0,,0,NE,NE,100,31083,Target_Sampled,,NE_NLA07RVT,Target,,No,27,27,27b,27b,8.264109252,NE_>4,2.285714286,-278294.1,292083.5139,PLAINS,,37.995,34.757,3.238
NLA06608-2333,NLA12_DE-103,1,7972,8/15/2012 0:00,PLNLOW,CPL,27.27602749,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,25.70326543,SUSSEX,8390734,8390734,8390734,Lake/Pond: Hydrographic Category = Perennial,Included,1.55,Region_3,Concord Pond,TargetSampleable,158,,PLNLOW,CPL,213824,Concord Pond,2,2060008,MAN_MADE,MAN_MADE,38.64269726,-75.55096879,2,NonREF07,No,8,8.5,8.5.1,Concord Pond,,,,Non Federal,Non-Federal,NLA07RVT,3.812613879,2.06E+12,S,Y,PROB,"(20,50]",,,,NLA12_DE-103,DE_NLA07RVT,0,,0,DE,DE,100,10005,Target_Sampled,,DE_NLA07RVT,Target,,Yes,63,63,63f,63f,25.70326543,DE_>4,2,1749607.866,317043.7122,CPL,,8.281,8.597,-0.316
NLA06608-2418,NLA12_RI-102,1,6929,7/2/2012 0:00,EHIGH,NAP,63.79548548,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,8.836714195,WASHINGTON,6127761,6127761,6127761,Lake/Pond: Hydrographic Category = Perennial,Included,14.73,Region_1,Belleville Pond,TargetSampleable,118,,EHIGH,NAP,1218074,Belleville Pond,1,1090004,MAN_MADE,MAN_MADE,41.56342191,-71.48058008,1,NonREF07,No,8,8.1,8.1.7,Belleville Pond,,,,Non Federal,Non-Federal,NLA07RVT,5.982381012,1.09E+12,S,Y,PROB,>50,,,,NLA12_RI-102,RI_NLA07RVT,0,,0,RI,RI,100,44009,Target_Sampled,,RI_NLA07RVT,Target,,Yes,59,59,59e,59e,8.836714195,RI_>4,3.333333333,2007279.532,715671.6579,EHIGH,LAKE_ORIGIN changed (NATURAL),31.913,36.109,-4.196
NLA06608-2450,NLA12_OR-107,1,7615,8/1/2012 0:00,WMTNS,WMT,14.48410414,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,59.87855623,DOUGLAS,23912359,23912359,23912359,Lake/Pond: Hydrographic Category = Perennial,Included,68.29,Region_10,Lake Edna,TargetSampleable,123,,WMTNS,WMT,,,17,17100304,NATURAL,NATURAL,43.63193717,-124.1791887,17,NonREF07,No,7,7.1,7.1.8,,,,,Non Federal,Non-Federal,NLA07RVT,1.894197014,1.71E+13,S,Y,PROB,"(10,20]",,,,NLA12_OR-107,OR_NLA07RVT,0,,0,OR,OR,100,41019,Target_Sampled,,OR_NLA07RVT,Target,,No,1,1,1a,1a,59.87855623,OR_>4,2.166666667,-2231093.515,1019700.4,WMTNS,,15.349,16.398,-1.049
NLA06608-2463,NLA12_UT-102,1,6527,6/11/2012 0:00,WMTNS,XER,1331.970866,F:500+,No,NLA07RVT,NLA07_RVT12,Include,5.518387688,DUCHESNE,11965847,11965847,11965847,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,1741,Region_8,Starvation Reservoir,TargetSampleable,130,,WMTNS,XER,1434779,Starvation Reservoir,14,14060004,MAN_MADE,RESERVOIR,40.17574563,-110.4823139,14,NonREF07,No,10,10.1,10.1.6,Starvation Reservoir,NESLake,4921,4921,Tribal Land - US Census,Non-Federal,NLA07RVT,52.84354046,1.41E+13,S,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_UT-102,UT_NLA07RVT,5,UT_>50,3,UT,UT,100,49013,Target_Sampled,Target_Sampled,UT_NLA07RVT,Target,Target,No,20,20,20c,20c,5.518387688,UT_>4,2.625,-1217804.387,392854.0443,WMTNS,,12.45,14.774,-2.324
NLA06608-2466,NLA12_VT-109,1,1000054,7/12/2012 0:00,EHIGH,NAP,10.89805771,C:10-50,No,NLA12NEW,NLA12_BASE,Include,19.45340953,WINDHAM,10294152,10294152,10294152,Lake/Pond: Hydrographic Category = Perennial,Included,516.79,Region_1,Shippee Pond,TargetSampleable,118,,EHIGH,NAP,1766755,Shippee Pond,1,1080203,NATURAL,NATURAL_ENH,42.7469444,-72.83550844,1,"(10,20]",No,5,5.3,5.3.1,Shippee Pond,,,,Non Federal,Non-Federal,NLA12NAT,1.56213999,1.08E+12,R,Y,PROB,"(10,20]",Included,"(10,20]",NLA12NAT,NLA12_VT-109,VT_NLA12NEW,9,"VT_(10,20]",15,VT,VT,100,50025,Target_Sampled,Target_Sampled,VT_NLA12NEW,Target,Target,No,58,58,58c,58c,19.45340953,VT_>4,15,1866684.97,816278.572,EHIGH,,1.319,,1.319
NLA06608-2492,NLA12_MS-106,1,6415,6/2/2012 0:00,PLNLOW,CPL,12459.03136,F:500+,No,NLA07RVT,NLA07_RVT12,Include,7.330713679,LAFAYETTE,15287144,167182317,15287144,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,82.01,Region_4,Sardis Lake,TargetSampleable,149,,PLNLOW,CPL,,,8,8030201,MAN_MADE,MAN_MADE,34.46148002,-89.68450516,8,REF07,Yes,8,8.3,8.3.5,,NESLake,2805,2805,Non Federal,Army Corps of Engineers DOD,NLA07RVT,240.2747408,8.03E+12,S,Y,PROB,>50,,,,NLA12_MS-106,MS_NLA07RVT,0,,0,MS,MS,100,28071,Target_Sampled,,MS_NLA07RVT,Target,,Yes,65,65,65e,65e,7.330713679,MS_>4,1,575240.0734,-321099.9468,CPL,,3.632,4.113,-0.481
NLA06608-2513,NLA12_WA-103,1,8238,8/27/2012 0:00,WMTNS,WMT,441.4865513,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,6.627173234,PIERCE,23994287,23994287,23994287,Lake/Pond: Hydrographic Category = Perennial,Included,72.65,Region_10,American Lake,TargetSampleable,103,,WMTNS,WMT,,,17,17110019,NATURAL,NATURAL,47.12004952,-122.577182,17,NonREF07,No,7,7.1,7.1.7,American Lake,NESLake,5301,5301,DOD,Non-Federal,NLA07RVT,17.47029615,1.71E+13,T,Y,PROB,>50,,,,NLA12_WA-103,WA_NLA07RVT,0,,0,WA,WA,100,53053,Target_Sampled,,WA_NLA07RVT,Target,,Yes,2,2,2g,2g,6.627173234,WA_>4,2.545454546,-2000661.872,1355778.799,WMTNS,,3.851,3.692,0.159
NLA06608-2593,NLA12_FL-102,1,6222,5/16/2012 0:00,PLNLOW,CPL,289.8131363,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,11.7393443,POLK,16793645,16793645,16793645,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,38.73,Region_4,Lake Haines,TargetSampleable,156,,PLNLOW,CPL,283592,"Haines, Lake",3,3100101,NATURAL,NATURAL,28.09204922,-81.70722184,3,NonREF07,No,8,8.5,8.5.3,"Haines, Lake",NESLake,1215,1215,Non Federal,Non-Federal,NLA07RVT,7.515939541,3.10E+12,S,Y,PROB,>50,,,,NLA12_FL-102,FL_NLA07RVT,0,,0,FL,FL,100,12105,Target_Sampled,,FL_NLA07RVT,Target,,Yes,75,75,75c,75c,11.7393443,FL_>4,2.5,1404041.425,-942877.0015,CPL,No phab done on this visit; visit 2 assigned as index visit,38.083,29.142,8.941
NLA06608-2609,NLA12_NY-R04,1,7339,7/20/2012 0:00,EHIGH,NAP,3.699641801,A:1-4,No,,,,,ST LAWRENCE,15483189,15483189,15483189,Lake/Pond: Hydrographic Category = Perennial,Excluded,94.43,Region_2,NY-R04,TargetSampleable,117,,EHIGH,NAP,,,4,4150303,NATURAL,NATURAL,44.39373075,-75.67976887,4,,No,8,8.1,8.1.1,,,,,,Non-Federal,,0.799744077,4.15E+12,S,Y,HAND,,,,,NLA12_NY-R04,,0,,0,NY,NY,100,36089,Target_Sampled,,,Target,,No,83,83,83d,83d,,,0,1602240.401,943376.7734,EHIGH,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,0.484,,0.484
NLA06608-2629,NLA12_FL-109,1,7836,8/11/2012 0:00,PLNLOW,CPL,3565.564552,F:500+,No,NLA07RVT,NLA07_RVT12,Include,11.7393443,VOLUSIA,10996865,10996865,10996865,Lake/Pond: Hydrographic Category = Perennial,Included,0.3,Region_4,Lake Monroe,TargetSampleable,156,,PLNLOW,CPL,287074,"Monroe, Lake",3,3080101,NATURAL,NATURAL,28.8388165,-81.26992474,3,NonREF07,No,8,8.5,8.5.3,"Monroe, Lake",NESLake,1231,1231,Non Federal,Non-Federal,NLA07RVT,34.0907925,3.08E+12,T,Y,PROB,>50,,,,NLA12_FL-109,FL_NLA07RVT,0,,0,FL,FL,100,12127,Target_Sampled,,FL_NLA07RVT,Target,,Yes,75,75,75d,75d,11.7393443,FL_>4,2.5,1433913.58,-854744.9398,CPL,,299.622,461.131,-161.509
NLA06608-2640,NLA12_NE-103,1,1000085,7/19/2012 0:00,PLNLOW,SPL,644.4589529,F:500+,No,NLA07RVT,NLA07_RVT12,Include,8.264109252,FRONTIER,19069455,19069455,19069455,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,787.34,Region_7,Hugh Butler Lake,TargetSampleable,143,,PLNLOW,SPL,1768815,Hugh Butler Lake,10,10250007,MAN_MADE,RESERVOIR,40.36174467,-100.7041992,10,NonREF07,Yes,9,9.4,9.4.2,Hugh Butler Lake,NESLake,3104,3104,Non Federal,Bureau of Reclamation BOR,NLA07RVT,45.64530116,1.03E+13,S,Y,PROB,>50,,,,NLA12_NE-103,NE_NLA07RVT,0,,0,NE,NE,100,31063,Target_Sampled,,NE_NLA07RVT,Target,,No,27,27,27b,27b,8.264109252,NE_>4,2.285714286,-395913.8001,330520.7145,PLAINS,,10.224,7.094,3.13
NLA06608-2655,NLA12_UT-109,1,6575,6/12/2012 0:00,WMTNS,XER,43.28528102,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,25.05173511,UINTAH,10038730,10038730,10038730,Lake/Pond: Hydrographic Category = Perennial,Included,2184,Region_8,Crouse Reservoir,TargetSampleable,130,,WMTNS,XER,1434843,Crouse Reservoir,14,14040106,MAN_MADE,RESERVOIR,40.72381895,-109.183908,14,NonREF07,No,10,10.1,10.1.6,Crouse Reservoir,,,,Non Federal,Non-Federal,NLA07RVT,4.283174029,1.40E+13,S,Y,PROB,"(20,50]",Included,NonREF07,NLA07RVT,NLA12_UT-109,UT_NLA07RVT,27,"UT_(20,50]",3,UT,UT,100,49047,Target_Sampled,Target_Sampled,UT_NLA07RVT,Target,Target,No,20,20,20c,20c,25.05173511,UT_>4,2.625,-1100868.97,437760.4502,WMTNS,,4.162,4.018,0.144
NLA06608-2657,NLA12_FL-107,1,6228,5/17/2012 0:00,PLNLOW,CPL,30.03492592,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,914.4212807,POLK,16952318,16952318,16952318,Lake/Pond: Hydrographic Category = Perennial,Included,42.88,Region_4,Clearwater Lake,TargetSampleable,156,,PLNLOW,CPL,280549,Clearwater Lake,3,3100208,NATURAL,NATURAL,28.17018584,-81.83447199,3,NonREF07,No,8,8.5,8.5.3,Clearwater Lake,,,,Non Federal,Non-Federal,NLA07RVT,2.766653049,3.10E+12,S,Y,PROB,"(20,50]",,,,NLA12_FL-107,FL_NLA07RVT,0,,0,FL,FL,100,12105,Target_Sampled,,FL_NLA07RVT,Target,,Yes,75,75,75c,75c,914.4212807,FL_>4,2.5,1390352.417,-936213.1157,CPL,,73.523,31.614,41.909
NLA06608-2663,NLA12_TX-102,1,9178,10/19/2012 0:00,PLNLOW,CPL,30.01347752,,No,NLA07RVT,NLA07_RVT12,Include,502.7919786,BRAZORIA,1573494,1573494,1573494,Lake/Pond: Hydrographic Category = Perennial,Included,6.1,Region_6,Bieri Lake Number 3,AccessDenied,141,,PLNLOW,CPL,1857678,Bieri Lake Number 3,12,12040205,MAN_MADE,MAN_MADE,29.20586378,-95.35804897,12_13,NonREF07,No,9,9.5,9.5.1,Bieri Lake Number 3,,,,Non Federal,Non-Federal,NLA07RVT,2.687936526,1.20E+13,,N,PROB,"(20,50]",,,,NLA12_TX-102,TX_NLA07RVT,0,,0,TX,TX,100,48039,Target_Denied,,TX_NLA07RVT,Target_Presumed,,No,34,34,34a,34a,502.7919786,TX_>4,2.666666667,62467.2901,-925246.5547,CPL,,,76.55,-76.55
NLA06608-2696,NLA12_TX-114,1,7483,7/26/2012 0:00,PLNLOW,SPL,427.1516658,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,57.13150156,DALLAS,1259469,1259469,1259469,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,139.59,Region_6,White Rock Lake,TargetSampleable,141,,PLNLOW,SPL,1855888,White Rock Lake,12,12030105,MAN_MADE,RESERVOIR,32.83672651,-96.71957959,12_13,NonREF07,No,9,9.4,9.4.7,White Rock Lake,,,,Non Federal,Non-Federal,NLA07RVT,18.29742019,1.20E+13,T,Y,PROB,>50,,,,NLA12_TX-114,TX_NLA07RVT,0,,0,TX,TX,100,48113,Target_Sampled,,TX_NLA07RVT,Target,,Yes,32,32,32a,32a,57.13150156,TX_>4,2.666666667,-66963.988,-521458.124,PLAINS,,22.009,24.172,-2.163
NLA06608-2740,NLA12_NE-114,1,1000086,7/22/2012 0:00,PLNLOW,SPL,1117.854469,F:500+,No,NLA07RVT,NLA07_RVT12,Include,8.264109252,SHERMAN,17373390,17373390,17373390,Lake/Pond: Hydrographic Category = Perennial,Included,657.71,Region_7,Sherman Reservoir,TargetSampleable,143,,PLNLOW,SPL,834983,Sherman Reservoir,10,10210003,MAN_MADE,RESERVOIR,41.32198742,-98.90067497,10,NonREF07,Yes,9,9.4,9.4.2,Sherman Reservoir,NESLake,3108,3108,Non Federal,Bureau of Reclamation BOR,NLA07RVT,76.75741069,1.02E+13,S,Y,PROB,>50,,,,NLA12_NE-114,NE_NLA07RVT,0,,0,NE,NE,100,31163,Target_Sampled,,NE_NLA07RVT,Target,,No,27,27,27e,27e,8.264109252,NE_>4,2.285714286,-240906.0605,431930.7081,PLAINS,,1.253,1.265,-0.012
NLA06608-2761,NLA12_VA-R01,1,6792,6/26/2012 0:00,EHIGH,SAP,73.7033574,D:50-100,No,,,,,PULASKI,6883552,6883552,6883552,Lake/Pond: Hydrographic Category = Perennial; Stage = Normal Pool,Excluded,658.63,Region_3,GATEWOOD RESERVOIR,TargetSampleable,150,,EHIGH,SAP,1483599,Gatewood Reservoir,5,5050001,MAN_MADE,MAN_MADE,37.0434,-80.86760868,05_06,,Yes,8,8.4,8.4.1,Gatewood Reservoir,,,,,National Forest FS,,12.61240804,5.05E+12,R,Y,HAND,,,,,NLA12_VA-R01,,0,,0,VA,VA,100,51155,Target_Sampled,,,Target,,Yes,67,67,67h,67h,,,0,1327678.659,54761.71244,EHIGH,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,1.002,,1.002
NLA06608-2790,NLA12_MT-161,1,8385,9/5/2012 0:00,PLNLOW,NPL,21.449213,C:10-50,No,NLA12NEW_07RVT,NLA12_RVT07,Include,32.99937569,VALLEY,12461540,12461540,12461540,Lake/Pond: Hydrographic Category = Perennial,Included,619.62,Region_8,Fort Peck Trout Pond,TargetSampleable,142,,PLNLOW,NPL,771517,Fort Peck Trout Pond,10,10060001,MAN_MADE,MAN_MADE,48.05490061,-106.4419746,10,"NPL_(20,50]",Yes,9,9.3,9.3.1,Fort Peck Trout Pond,,,,Non Federal,Non-Federal,OverSamp,2.206019979,1.01E+13,T,Y,PROB,"(20,50]",,,,NLA12_MT-161,MT_NLA12NEW,0,,0,MT,MT,100,30105,Target_Sampled,,MT_NLA12NEW,Target,,No,42,42,42j,42j,32.99937569,MT_>4,29.4,-783462.749,1220515.077,PLAINS,,27.988,,27.988
